x,towns,lon,lat
2102,"Tyngsboro, Massachusetts",-71.4244224,42.6766696
2103,"Tyngsborough, Massachusetts",-71.4244224,42.6766696
2104,"Tyringham, Massachusetts",-73.2037171,42.2459215
2105,"Ulsysses, New York",-76.6181655,42.5236928
2106,"Ulysses, New York",-76.6181655,42.5236928
2107,"Unadilla, New York",-75.3123969,42.3253586
2108,"Unandilla, New York",-75.3123969,42.3253586
2109,"Underhill, Vermont",-72.9451267,44.5258842
2110,"Union, Connecticut",-72.1572992,41.9909296
2111,"Union, Maine",-69.293927,44.2296917
2112,"Union, Massachusetts",-75.9602506,42.1045238
2113,"Union, New York",-75.96239,42.10556
2114,"Unity, Maine",-69.3345032,44.6111643
2115,"Unity, Massachusetts",-72.5510827,42.6018846
2116,"Unknown Town 1, New York",-74.2126853,40.5089712
2117,"Unknown Town 2, New York",-74.2126853,40.5089712
2118,"Unknown Town 3, New York",-74.2126853,40.5089712
2119,"Unknown Town 4, New York",-74.2126853,40.5089712
2120,"Unknown Town, New York",-74.2126853,40.5089712
2121,"Unknown, New York",-74.2126853,40.5089712
2122,"UNKNOWN, New York",-74.2126853,40.5089712
2123,"Unkown, New York",-73.6730611,41.4102096
2124,"Upton, Massachusetts",-71.6022583,42.1744878
2125,"Uxbridge, Massachusetts",-71.6302532,42.0772429
2126,"Vassalboro, Massachusetts",-71.3824374,42.4072107
2127,"Vassalborough, Maine",-69.6777605,44.4588807
2128,"Vassalborough, Massachusetts",-71.3824374,42.4072107
2129,"Venice, New York",-76.5719414,42.7106747
2130,"Vernon, Connecticut",-72.479037,41.8186802
2131,"Vernon, New York",-75.5393442,43.0795135
2132,"Vernon, Vermont",-72.5134223,42.7620271
2133,"Verona, New York",-75.5706945,43.1381455
2134,"Vershire, Vermont",-72.3395077,43.9729649
2135,"Victory, New York",-76.6543926,43.197289
2136,"Vienna, Maine",-69.9847779,44.5333976
2137,"Vienna, Massachusetts",-72.495828,42.169026
2138,"Vinabhaven, Massachusetts",-71.3824374,42.4072107
2139,"Vinalhaven, Maine",-68.8870077,44.0088654
2140,"Vinalhaven, Massachusetts",-71.3824374,42.4072107
2141,"Vineyard, Vermont",-73.3387437,44.8769853
2142,"Virgel, New York",-76.1943742,42.5106272
2143,"Virgil, New York",-76.1943742,42.5106272
2144,"Voluntown, Connecticut",-71.8683346,41.5725461
2145,"Waitsfield, Vermont",-72.7798479,44.1926386
2146,"Wakefield, New Hampshire",-71.0288751,43.5536938
2147,"Walden, Vermont",-72.2231563,44.4497781
2148,"Waldo, Maine",-69.0761483,44.5125736
2149,"Waldoboro, Massachusetts",-71.3824374,42.4072107
2150,"Waldoborough, Maine",-69.3756017,44.0952725
2151,"Waldoborough, Massachusetts",-71.3824374,42.4072107
2152,"Waldsborough, Massachusetts",-71.3824374,42.4072107
2153,"Wales, Maine",-70.0608896,44.1523636
2154,"Wales, Massachusetts",-72.2223007,42.0695393
2155,"Walkill, New York",-74.1840358,41.6056492
2156,"Wall Kill, New York",-74.1840358,41.6056492
2157,"Wallingford, Connecticut",-72.8230736,41.4570108
2158,"Wallingford, Vermont",-72.9773692,43.4717467
2159,"Wallkill, New York",-74.1840358,41.6056492
2160,"Walpole, Massachusetts",-71.2495096,42.1417442
2161,"Walpole, New Hampshire",-72.4258229,43.0794944
2162,"Waltham, Massachusetts",-71.2356113,42.3764852
2163,"Waltham, Vermont",-73.2425607,44.1409284
2164,"Walton, New York",-75.1293351,42.1695296
2165,"Ward, Massachusetts",-70.9055979,42.2078876
2166,"Wardsboro, Vermont",-72.7897975,43.0409512
2167,"Wardsborough, Vermont",-72.7284436,43.0079985
2168,"Ware, Massachusetts",-72.2398566,42.2598457
2169,"Wareham, Massachusetts",-70.7197342,41.7614511
2170,"Warner, New Hampshire",-71.8334145,43.2556568
2171,"Warren, Connecticut",-73.3487303,41.7428733
2172,"Warren, Maine",-69.2531464,44.116967
2173,"Warren, Massachusetts",-72.191185,42.2125423
2174,"Warren, New York",-74.9209865,42.8472949
2175,"Warren, Rhode Island",-71.2825493,41.7303793
2176,"Warren, Vermont",-72.8559474,44.112005
2177,"Warrren, New York",-74.9209865,42.8472949
2178,"Warsaw, Maine",-69.3833847,44.7825145
2179,"Warsaw, New York",-78.1327881,42.740061
2180,"Warwarsink, New York",-74.3573343,41.7588883
2181,"Warwasing, New York",-74.3573343,41.7588883
2182,"Warwick, Massachusetts",-72.3389743,42.6820293
2183,"Warwick, New York",-74.3598755,41.256483
2184,"Warwick, Rhode Island",-71.4161671,41.7001009
2185,"Washingnton, New York",-73.3708696,43.2519472
2186,"Washington, Connecticut",-73.3107223,41.630267
2187,"Washington, Maine",-69.3676576,44.2735583
2188,"Washington, Massachusetts",-73.116214,42.36592
2189,"Washington, New Hampshire",-72.0967507,43.1759107
2190,"Washington, New York",-73.3708696,43.2519472
2191,"Washington, Vermont",-72.432601,44.105619
2192,"Water Vliet, New York",-73.7012299,42.7300783
2193,"Water-Vliet, New York",-73.7012299,42.7300783
2194,"Waterboro, Massachusetts",-71.3824374,42.4072107
2195,"Waterborough, Maine",-70.7145912,43.5354332
2196,"Waterborough, Massachusetts",-71.3824374,42.4072107
2197,"Waterbury, Connecticut",-73.0514965,41.5581525
2198,"Waterbury, Vermont",-72.756229,44.3378343
2199,"Waterford, Connecticut",-72.164816,41.3542395
2200,"Waterford, Maine",-70.7091738,44.1932639
2201,"Waterford, Massachusetts",-73.723868,42.787624
2202,"Waterford, New York",-73.6812293,42.7925777
2203,"Waterford, Vermont",-71.9508384,44.3729726
2204,"Watertown, Connecticut",-73.1183397,41.6062042
2205,"Watertown, Massachusetts",-71.1828321,42.3709299
2206,"Watertown, New York",-75.9107565,43.9747838
2207,"Waterville, Maine",-69.6317121,44.5520105
2208,"Waterville, Massachusetts",-70.8408728,41.9170468
2209,"Watervliet, New York",-73.7012299,42.7300783
2210,"Watvervliet, New York",-73.7012299,42.7300783
2211,"Wawarsink, New York",-74.3573343,41.7588883
2212,"Wayne, Maine",-70.0661649,44.3486793
2213,"Wayne, Massachusetts",-70.0661649,44.3486793
2214,"Wayne, New York",-77.1055262,42.4709046
2215,"Weathersfield, Vermont",-72.4494848,43.3921862
2216,"Weld, Maine",-70.4214542,44.6986707
2217,"Weld, Massachusetts",-71.1453628,42.2934638
2218,"Welles, Vermont",-73.2042744,43.4172937
2219,"Wellfleet, Massachusetts",-70.0309753,41.9305468
2220,"Wellford, Vermont",-72.5778415,44.5588028
2221,"Wellington, Massachusetts",-71.0771224,42.4018163
2222,"Wells, Maine",-70.5805209,43.3222329
2223,"Wells, Massachusetts",-73.1340081,42.5783319
2224,"Wells, New York",-74.2895826,43.3959017
2225,"Wells, Vermont",-73.2042744,43.4172937
2226,"Wendell, Massachusetts",-72.396722,42.5481852
2227,"Wenham, Massachusetts",-70.8911612,42.604261
2228,"Wescasset, Massachusetts",-71.226906,42.698534
2229,"Wesfield, New York",-79.5781027,42.32228
2230,"Wesport, New York",-73.4356831,44.1839413
2231,"West Boylston, Massachusetts",-71.785627,42.3667589
2232,"West Bridgewater, Massachusetts",-71.0078215,42.0189894
2233,"West Cambridge, Massachusetts",-71.1359393,42.3774469
2234,"West Chester, New York",-74.0059413,40.7127837
2235,"West Fairlee, Vermont",-72.262857,43.9091616
2236,"West Greenwich, Rhode Island",-71.6638132,41.6285498
2237,"West Hampton, Massachusetts",-72.7745382,42.3028667
2238,"West Haven, Vermont",-73.3826585,43.6382658
2239,"West Newbury, Massachusetts",-70.989778,42.8014795
2240,"West Springfield, Massachusetts",-72.6203675,42.1070383
2241,"West Stockbridge, Massachusetts",-73.3677582,42.3338097
2242,"West-Chester, New York",-74.0059413,40.7127837
2243,"Westboro, Massachusetts",-71.6161294,42.2695216
2244,"Westborough, Massachusetts",-71.6161294,42.2695216
2245,"Westbrook, Maine",-70.3711617,43.6770252
2246,"Westbrook, Massachusetts",-72.6292562,42.4131439
2247,"Westchester, New York",-73.7948516,41.1220194
2248,"Westerlo, New York",-74.0454099,42.5150785
2249,"Westerloo, New York",-74.0454099,42.5150785
2250,"Westerly, Rhode Island",-71.8272871,41.3775987
2251,"Western, Massachusetts",-70.6891544,42.5944125
2252,"Western, New York",-75.3878525,43.3447295
2253,"Westfield, Massachusetts",-72.749538,42.1250929
2254,"Westfield, New York",-79.5781027,42.32228
2255,"Westfield, Vermont",-72.4284431,44.8894911
2256,"Westford, Massachusetts",-71.4378411,42.5792583
2257,"Westford, Vermont",-72.9977003,44.5983349
2258,"Westhampton, Massachusetts",-72.7745382,42.3028667
2259,"Westhaven, Vermont",-73.3826585,43.6382658
2260,"Westminster, Massachusetts",-71.9106308,42.5459227
2261,"Westminster, Vermont",-72.4587404,43.0678307
2262,"Westmore, Vermont",-72.0548206,44.7714384
2263,"Westmoreland, New York",-75.4037358,43.1162663
2264,"Weston, Connecticut",-73.3806748,41.2009294
2265,"Weston, Massachusetts",-71.3031132,42.3667625
2266,"Weston, Vermont",-72.7929085,43.2913008
2267,"Westport, Massachusetts",-71.0735476,41.5700183
2268,"Westport, New York",-73.4356831,44.1839413
2269,"Wethersfield, Connecticut",-72.6596244,41.7063537
2270,"Weybridge, Vermont",-73.2143577,44.0498636
2271,"Weymouth, Massachusetts",-70.9410356,42.2180724
2272,"Whately, Massachusetts",-72.6348118,42.4398101
2273,"Wheatland, New York",-77.8183052,43.0134418
2274,"Wheeler, New York",-77.3324807,42.4303485
2275,"Wheelock, Vermont",-72.088507,44.5882056
2276,"White Hall, New York",-73.4037234,43.5556231
2277,"White Plains, New York",-73.7629097,41.0339862
2278,"Whitefield, Maine",-69.6253222,44.1700735
2279,"Whitefield, Massachusetts",-71.1734091,41.6688665
2280,"Whitehall, New York",-73.4037234,43.5556231
2281,"Whiteplains, New York",-73.7629097,41.0339862
2282,"Whites Town, New York",-75.329557,43.1381536
2283,"Whitestown, New York",-75.329557,43.1381536
2284,"Whitetown, New York",-75.329557,43.1381536
2285,"Whitfield, Maine",-69.6253222,44.1700735
2286,"Whiting, Vermont",-73.2003929,43.8639503
2287,"Whitingham, Vermont",-72.885098,42.7892488
2288,"Wilbraham, Massachusetts",-72.431586,42.1237206
2289,"Wild, Massachusetts",-71.509272,42.208518
2290,"Wilksborough, New York",-74.0059413,40.7127837
2291,"Wilksburgh, New York",-74.0059413,40.7127837
2292,"Williamsburg, Maine",-69.1158772,45.3800501
2293,"Williamsburg, Massachusetts",-72.7300929,42.3928305
2294,"Williamsburgh, Maine",-69.1158772,45.3800501
2295,"Williamsburgh, Massachusetts",-72.7300929,42.3928305
2296,"Williamson, New York",-77.1861277,43.2239229
2297,"Williamstown, Massachusetts",-73.2036898,42.7120196
2298,"Williamstown, New York",-75.8899148,43.4239588
2299,"Williamstown, Vermont",-72.5414937,44.1217292
2300,"Willington, Connecticut",-72.2600655,41.8809434
2301,"Willink, New York",-73.9638889,40.6616667
2302,"Willisborough, New York",-73.397349,44.371248
2303,"Williston, Vermont",-73.099194,44.4454432
2304,"Willsboro, New York",-73.3911945,44.3579929
2305,"Willsborough, New York",-73.3911945,44.3579929
2306,"Willsburough, New York",-73.3911945,44.3579929
2307,"Wilmington, Massachusetts",-71.1724467,42.5481714
2308,"Wilmington, New York",-73.8154356,44.3886137
2309,"Wilmington, Vermont",-72.8714468,42.8683889
2310,"Wilsborough, New York",-73.397349,44.371248
2311,"Wilton, Connecticut",-73.4378988,41.1953739
2312,"Wilton, Maine",-70.2280983,44.5926953
2313,"Wilton, Massachusetts",-71.7351077,42.8433943
2314,"Wilton, New York",-73.7442863,43.1800734
2315,"Winchendon, Massachusetts",-72.0439529,42.6871009
2316,"Winchester, Connecticut",-73.111356,41.9357632
2317,"Windham, Connecticut",-72.1570219,41.6998208
2318,"Windham, Maine",-70.398706,43.7588577
2319,"Windham, Massachusetts",-70.8911612,42.604261
2320,"Windham, New York",-74.2520875,42.3073065
2321,"Windham, Vermont",-72.7234481,43.1734338
2322,"Windslow, Maine",-69.6203137,44.5459679
2323,"Windsor, Connecticut",-72.6437022,41.8525984
2324,"Windsor, Maine",-69.580599,44.3106263
2325,"Windsor, Massachusetts",-73.0457124,42.5090217
2326,"Windsor, New York",-75.640462,42.0759128
2327,"Windsor, Vermont",-72.3865679,43.4799996
2328,"Winhall, Vermont",-72.9133169,43.1558097
2329,"Winsborough, New York",-74.0059413,40.7127837
2330,"Winslow, Maine",-69.6203137,44.5459679
2331,"Winslow, Massachusetts",-70.6730545,42.0713297
2332,"Winthrop, Maine",-69.9769721,44.3050332
2333,"Winthrop, Massachusetts",-70.9811334,42.3778173
2334,"Wiscasset, Maine",-69.665583,44.0028921
2335,"Wiscasset, Massachusetts",-71.226906,42.698534
2336,"Woburn, Massachusetts",-71.1522765,42.4792618
2337,"Wolcott, Connecticut",-72.9867718,41.6023196
2338,"Wolcott, New York",-76.8149578,43.2206218
2339,"Wolcott, Vermont",-72.4584429,44.5464417
2340,"Woodbridge, Connecticut",-73.0084385,41.352597
2341,"Woodbury, Connecticut",-73.2090025,41.5445404
2342,"Woodbury, Vermont",-72.4164957,44.4408888
2343,"Woodford, Vermont",-73.0795486,42.8803576
2344,"Woodstock, Connecticut",-71.9739625,41.9484307
2345,"Woodstock, Maine",-70.5994659,44.4010489
2346,"Woodstock, Massachusetts",-71.9739625,41.9484307
2347,"Woodstock, New York",-74.1181971,42.0409247
2348,"Woodstock, Vermont",-72.5185112,43.6242442
2349,"Wookstock, New York",-74.1181971,42.0409247
2350,"Woolwich, Maine",-69.8009529,43.9187038
2351,"Woolwich, Massachusetts",-71.3824374,42.4072107
2352,"Wooster, New York",-74.0011327,40.7241796
2353,"Worcester, Massachusetts",-71.8022934,42.2625932
2354,"Worcester, New York",-74.7504996,42.591717
2355,"Worcester, Vermont",-72.5496503,44.37331
2356,"Worthington, Massachusetts",-72.9356536,42.3973092
2357,"Wrentham, Massachusetts",-71.3281114,42.0667652
2358,"Yarmouth, Massachusetts",-70.2286681,41.7056291
2359,"Yonkers, New York",-73.8987469,40.9312099
2360,"York Town, New York",-77.8856212,42.8710697
2361,"York, Maine",-70.6482581,43.1617483
2362,"York, Massachusetts",-71.09062,42.1683965
2363,"York, New York",-77.8856212,42.8710697
2364,"Yorktown, New York",-73.8183804,41.2625965
